id,category_id,sub_id,question,image,answer_a,answer_b,answer_c,correct_answer,additional_info
273,1,273,Odbiornik homodynowy od superheteredynowego odróżnia:,,brak częstotliwości pośredniej (jest równa 0),brak generatora,brak demodulatora,a,
274,1,274,Dewiacja sygnału FM opisuje:,,maksymalne odchylenie od częstotliwości nośnej,szerokość pasma sygnału,maksymalne różnice amplitudy sygnału,a,
275,1,275,Zbyt szybkie narastanie i opadanie sygnału telegraficznego powoduje:,,"zakłócenia określane jako ""kliki""","zwiększenie mocy wyjściowej nadajnika,",zmniejszenie pasma używanego w tej emisji.,a,
276,1,276,Antena Yagi-Uda składa się co najmniej z:,,"wibratora, reflektora i direktora",pięciu prętów aluminiowych,transformatora impedancji,a,
277,1,277,"Jeśli SWR w punkcie zasilania jest równy 1:1 to oznacza, że:",,osiągnięto bardzo dobre dopasowanie linii zasilającej do nadajnika,antena jest zawsze najlepiej dopasowana,antena może pracować na kilku pasmach,a,
278,1,278,"Gdy antena jest w rezonansie, to:",,moduł impedancji jest równy 50 Ω,reaktancja jest równa 0 Ω,reaktancja jest nieskończenie duża,b,
279,1,279,Dipol półfalowy na pasmo 80 m prezentuje na paśmie 40 m,,niską impedancję,bardzo wysoką impedancję,zwarcie,b,
280,1,280,Dipol półfalowy na pasmo 40m można użyć na paśmie:,,7 i 21 MHz,"3,5 i 5 MHz",7 i 28 MHz,a,
281,1,281,W antenie Yagi-Uda rolę wibratora pełni ,,odcinek o długości 1/4 fali ,dipol półfalowy,rezonator całofalowy,b,
282,1,282,Antena Yagi-Uda z wibratorem skierowanym równolegle do ziemi będzie miała polaryzację ,,poziomą ,pionową ,lewoskrętną na półkuli południowej i prawoskrętną na północnej,a,
283,1,283,Amatorskie radiolatarnie w paśmie 144 MHz pracują w polaryzacji poziomej. Czy można sygnał takiej radiolatarni odbierać anteną o polaryzacji pionowej?,,"tak, nie ma przeciwwskazań ",tak choć sygnał będzie znacznie słabszy niż przy zgodnej polaryzacji ,"nie, może to spowodować uszkodzenie odbiornika lub anteny.",b,
284,1,284,Zysk anteny wyrażony jest w dBi. Względem jakiego źródła jest określony?,,Dipola półfalowego,Anteny izotropowej,Anteny pionowej ćwierćfalowej,b,
285,1,286,"Antena kierunkowa w kierunku wiązki głównej wytwarza pole EM o natężeniu 4 razy większym, niż dipol półfalowy zawieszony w tym samym miejscu. Jaki zysk ma antena?",,6 dBd,4 dBd,12 dBd,c,
286,1,286,"Na paśmie 5 MHz w Polsce można nadawać maksymalną mocą 15 W EIRP, a zatem do dipola na to pasmo można doprowadzić moc około:",,5 W,15 W,"100 W, gdyż dipol ma ujemny zysk EIRP",a,
287,1,287,Moc EIRP to moc równoważna wyznaczana względem:,,dipola półfalowego,źródła izotropowego,anteny rezerwowej,b,
288,1,288,"Odbiornik został uszkodzony przez silny sygnał z anteny, pochodzący z pracującego w bezpośredniej bliskości nadajnika dużej mocy. Przyczyną uszkodzenia mogło być:",,wyindukowanie silnego sygnału w.cz. w antenie odbiorczej,złe dostrojenie nadajnika,przeniesienie sygnału w.cz. po kablu zasilającym przez złe zasilanie odbiornika,a,
289,1,289,Mamy antenę kierunkową A o zysku 3 dBi i antenę kierunkową B o zysku 6 dBi. Do każdej z nich podano sygnał o mocy 100 W. Ile całkowitej mocy wypromieniowała każda antena?,,"A - 100 W, B - 100 W","A - 200 W, B - 400 W","A - 100 W, B - 200 W",a,
290,1,290,"Współczynnik tył/przód (F/B ratio) pewnej anteny kierunkowej wynosi 19 dB a jej zysk 10,5 dBd. Czy w sytuacji awarii rotora antenowego lepiej będzie nadawać ""tyłem anteny"" korzystając z jej listka tylnego czy też przełączyć się na dipol półfalowy w tej samej polaryzacji?",,przełączyć się na dipol,pozostać przy antenie kierunkowej,to bez znaczenia dla nadawania,a,
291,1,291,Poziomo powieszony dipol półfalowy promieniuje:,,dookólnie,najmocniej w płaszczyźnie prostopadłej do osi zawieszenia dipola,najwięcej wzdłuż osi zawieszenia dipola,b,
292,1,292,Zamierzasz zrobić łączność z kolegą znajdującym się we Włoszech przy pomocy dipola półfalowego na paśmie 20 m. W jakim kierunku najlepiej powiesić tę antenę?,,na osi północ-południe,na osi wschód-zachód,"nie użyję dipola, gdyż łączność będzie trudno nawiązać bez anteny kierunkowej Yagi-Uda",b,
293,1,293,"Linię symetryczną zawieszono w otwartej przestrzeni, podłączono do symetrycznego nadajnika i zakończono sztucznym obciążeniem. Czy wówczas linia promieniuje?",,tak,nie,"tak, jeśli jej długość przekracza 1/4 długości fali (jest linią długą)",b,
294,1,294,Kabel koncentryczny po przytrzaśnięciu oknem uległ spłaszczeniu. Jak można go naprawić? ,,należy zabezpieczyć uszkodzony fragment taśmą izolacyjną ,należy zastosować ekran miedziany na uszkodzonym fragmencie w celu zapobiegania wyciekowi w.cz ,"ten fragment kabla nie nadaje się do użytku, można wyciąć uszkodzony fragment oraz wykorzystać pozostałe odcinki przewodu",c,
295,1,295,Nadajnik połączono kablem koncentrycznym ze sztucznym obciążeniem. Prąd płynący w ekranie kabla koncentrycznego ma wartość:,,zerową,niemożliwą do oszacowania,"taką samą, jak prąd płynący w środkowej żyle",b,
296,1,296,"Pomiar SWR przy nadajniku wskazał wartość 1:1,5, ale mamy podejrzenie, że dopasowanie anteny jest niewłaściwe. Co może być przyczyną?",,poziom zakłóceń lokalnych,tłumienie linii zasilającej,"podejrzenie jest błędne, dopasowanie jest poprawne",b,
297,1,297,Nadajnik został dołączony do anteny fiderem o całkowitym tłumieniu 5dB. Co wówczas zaobserwujemy:,,"stratę 50% mocy nadajnika, brak wpływu na odbiór","stratę 5% mocy nadajnika, zmianę SWR",stratę około 70% mocy nadajnika,c,
298,1,298,Użycie baluna wskazane jest kiedy ,,zasilamy antenę typu longwire kablem koncentrycznym ,zasilamy dipol półfalowy kablem koncentrycznym ,chcemy przetestować tłumienność linii symetrycznej,b,
299,1,299,Włączenie tłumika w odbiorniku spowoduje:,,poprawę odporności odbiornika na silne sygnały,poprawę stosunku sygnału do szumu na wejściu odbiornika,przestrojenie odbiornika,a,
300,1,300,Dlaczego możliwe są dalekie łączności UKF między szczytami górskimi?,,mniejsza gęstość atmosfery powoduje zmniejszenie tłumienia trasy ,brak przeszkód terenowych,brak pyłu zawieszonego zmniejsza dyfrakcję fali radiowej,b,
301,1,301,Stabilne i ciągłe warunki łączności zapewnia w pasmach UKF:,,łączność w zasięgu horyzontalnym,łączność troposferyczna,łączność przez odbicie od zorzy polarnej,a,
302,1,302,Dlaczego podczas dnia trudno zrobić daleką łączność na paśmie 80 m:,,z racji na brak propagacji w warstwie E,z racji na silne tłumienie w warstwie D,"z racji na to, że anteny nie działają podczas dnia",b,
303,1,303,Częstotliwość krytyczna w radiokomunikacji amatorskiej to:,,początek i koniec każdego pasma amatorskiego,częstotliwość zarezerwowana do łączności niebezpieczeństwa,częstotliwość powyżej której fala nie podlega ugięciu w jonosferze w kierunku ziemi,c,
304,1,304,Najlepsze długookresowe warunki propagacyjne występują:,,zupełnie nieregularnie,co około 11 lat przy minimalnej aktywności słonecznej,co około 11 lat przy maksymalnej aktywności słonecznej,c,
305,1,305,Wysoka aktywność słoneczna powoduje ,,polepszenie propagacji w pasmach KF ,pogorszenie propagacji w pasmach KF ,nie ma wpływu na propagację fal radiowych,a,
306,1,306,Częstotliwość MUF (Maximum Usable Frequency) określa się:,,dla danej trasy łączności,dla danego nadajnika,dla każdego krótkofalowca,a,
307,1,307,Aby nawiązać łączność na dalekie odległości na falach krótkich należy użyć:,,anten o wysokim kącie promieniowania,anten o niskim kącie promieniowania,"nadajnika o dużej mocy, antena i pasmo mogą być dowolne.",b,
308,1,308,Pewien krótkofalowiec zawsze kiedy wyjeżdżał na działkę pod Radomiem zawieszał w tym samym miejscu dipol półfalowy na wysokości 15 m nad poziomem gruntu. Niestety pewnego razu ze względu na uszkodzenie drabiny udało mu się powiesić go tylko na wysokości 3m. Zauważył że słyszy znacznie lepiej stacje polskie ale niestety przestał słyszeć stacje francuskie. Czym spowodowane było to zjawisko?,,Spowodowane jest to zmianą kątów promieniowania anteny,Spowodowane jest to zmianą ogniskowej anteny,Wysokość zawieszenia nie miała wpływu na zaobserwowane zjawisko,a,
309,1,309,Charakterystyczne okresowe zaniki sygnału na falach krótkich spowodowane są:,,niewłaściwą pracą anteny,wielodrogową propagacją i zmianą tłumienia na trasie,utratą mocy nadajnika,b,
310,1,310,Propagacja troposferyczna w paśmie UKF polega na:,,wielokrotnym odbiciu fal pomiędzy troposferą i jonosferą,wielokrotnym odbiciu fal pomiędzy ziemią i troposferą,prowadzeniu fal przez dukty powstałe z warstw ciepłego i zimnego powietrza,c,
311,1,311,Aby uzyskać możliwie najlepszy zasięg na falach ultrakrótkich należy:,,użyć anteny promieniowania pionowego,"zainstalować antenę nisko, by mieć jak najmniejsze zakłócenia","zainstalować antenę wysoko, by mieć jak najdalszy horyzont radiowy",c,
312,1,312,Pewnego dnia krótkofalowiec w paśmie 50 MHz usłyszał stacje z południa Europy. Mogło się to zdarzyć:,,zimą z racji na lokalne zanieczyszczenie powietrza,"głównie latem, dzięki propagacji w warstwie sporadycznej E",latem z uwagi na mniejszą wilgotność powietrza,b,
313,1,313,Pewnego dnia po wysokiej aktywności słonecznej pewien krótkofalowiec usłyszał w paśmie 144 MHz kilka mocno zniekształconych sygnałów dalekich stacji. z trudem odebrał wywołanie “CQ aurora” z czym miał do czynienia? ,,rosyjskie zawody z okazji wybuchu rewolucji październikowej,łącznościami z wykorzystaniem zorzy polarnej ,łącznościami w odbicu od księżyca,b,
314,1,314,Na których pasmach amatorskich można próbować łączności poprzez odbicie od zjonizowanych śladów meteorów:,,"na pasmach fal ultrakrótkich, np. 70 cm lub 2 m","na niskich pasmach fal krótkich, np. 80 m i 40 m","takie łączności są niemożliwe, meteory są zbyt małe, by odbijać fale radiowe",a,
315,1,315,Skrót EME oznacza łączności z wykorzystaniem:,,odbicia sygnału od Księżyca,odbicia sygnału od samolotu,odbicia sygnału od troposfery,a,
316,1,316,Łączności EME można zrealizować:,,na falach krótkich w paśmie 80 m,na falach ultrakrótkich przy pomocy anten kierunkowych,"nie można, jest to zabronione",b,
317,1,317,Silne trzaski obserwowane często na falach krótkich są spowodowane:,,przez odległe burze,przez pracę innych nadajników,przez niestabilność temperaturową generatora,a,
318,1,318,Szumy własne odbiornika mają:,,"znaczenie na paśmie 80 m, by odebrać sygnał słabej stacji","znaczenie na falach ultrakrótkich i mikrofalach, gdyż szum atmosferyczny jest tam bardzo słaby","praktycznie żadne znaczenie, to jest tylko parametr handlowy",b,
319,1,319,"Co można zrobić, by nawiązać łączność w trudnych warunkach, gdy sygnał SSB jest bardzo słabo słyszalny wśród szumów:",,użyć emisji FM,przejść na telegrafię lub emisje cyfrowe do słabych sygnałów,"jeśli na SSB sygnał jest ledwo słyszalny, to nic nie można zrobić",b,
320,1,320,Antena na pasmo 2m została dołączona popularnym kablem koncentrycznym RG-58 o długości 100m. Dlaczego krótkofalowiec nie uważa takiej instalacji za optymalną:,,Z racji na duże straty mocy w linii zasilającej,Kabel RG-58 ma niewłaściwą impedancję,"Z racji na to, że kabel ten był używany w instalacjach CB Radio",a,
321,1,321,Stacja o mocy 100 W na paśmie 20 m jest odbierana z siłą sygnału S9. W przerwach emisji słychać także jej korespondenta o sile sygnału S4. Co się stanie jeśli stacja ta zmniejszy moc nadawania do 10 W:,,"nie usłyszymy jej w ogóle, 10 W to za mało na taką łączność",poprawi się jej modulacja,"będziemy ją nadal słyszeć, być może z nieco większym szumem",c,
322,1,322,Podczas prowadzenia łączności kierujemy się zasadą:,,"minimalnej mocy nadajnika, niezbędnej dla danej łączności",pracy z maksymalną mocą nadajnika,"doboru mocy nadajnika do ograniczeń licencyjnych w kraju, z którym nawiązujemy łączność",a,
323,1,323,Jak nazywa się przyrząd do pomiaru siły elektromotorycznej?,,omomierz,woltomierz,amperomierz,b,
324,1,324,Bocznik do pomiaru prądu powinien mieć:,,maksymalną rezystancję,minimalną rezystancję,rezystancję dopasowaną do mierzonego prądu i parametrów ustroju pomiarowego,c,
325,1,325,"Do pomiaru napięcia, które przekracza zakres miernika, można użyć:",,szeregowo włączonego rezystora,dzielnika napięcia,wszystkie odpowiedzi są poprawne,c,
326,1,326,Multimetr na zakresie napięcia prądu przemiennego został dołączony do układu elektronicznego. Co może być przyczyną niewłaściwych odczytów (zbyt niskich lub zbyt wysokich):,,"uziemienie woltomierza,","woltomierz jest przystosowany do częstotliwości 50Hz, a w obwodzie jest sygnał w.cz.",końcówki pomiarowe są niezgodne z normą HSE GS38,b,
327,1,327,Kondensator elektrolityczny 10μF został naładowany do napięcia 10V i odłączony od zasilacza. Dołączony do jego końcówek woltomierz wskazuje systematyczny spadek napięcia. Co może być przyczyną tego spadku:,,oporność wewnętrzna woltomierza,strata prądu na końcówkach zasilających,promieniowanie radioaktywne otoczenia,a,
328,1,328,Częstotliwość rezonansową obwodu LC możemy zmierzyć za pomocą:,,generatora kwarcowego oraz amperomierza,przyrządu GDO lub analizatora wektorowego,"nadajnika dużej mocy, strojąc do przepalenia bezpiecznika",b,
329,1,329,Co pokazuje reflektometr dołączony między wyjście nadajnika a kabel antenowy?,,dopasowanie linii zasilającej,rezonans anteny,dostrojenie nadajnika,a,
330,1,330,Co można zmierzyć za pomocą analizatora widma:,,Obecność i siłę sygnałów harmonicznych i niepożądanych w sygnale nadajnika,Czułość odbiornika na poszczególnych wycinkach widma radiowego,Dopasowanie anteny,a,
331,1,331,Ręczny radiotelefon niskiej jakości został dołączony do zewnętrznej anteny i słyszalność stacji uległa znacznemu pogorszeniu. Jakie zjawisko może być tego przyczyną:,,brak odpowiedniego przedwzmacniacza w.cz.,"blokowanie odbiornika przez bardzo silne sygnały, także spoza pasm amatorskich",uszkodzenie odbiornika spowodowane sygnałem pobliskiego przemiennika w paśmie 2 m,b,
332,1,332,Jakie zjawisko jest odpowiedzialne za zakłócenia słyszalne w radioodbiorniku jako dziwne dźwięki nałożone na sygnał stacji radiofonicznej FM:,,intermodulacja w obwodach wejściowych odbiornika FM,rozstrajanie generatora zadającego w syntezerze w odbiorniku FM,detekcja sygnału SSB stacji amatorskiej we wzmacniaczu częstotliwości akustycznej odbiornika,a,
333,1,333,Jeśli wzmacniacz mocy nie posiada pomiędzy ostatnim stopniem wzmocnienia a wyjściem antenowym filtru dolnoprzepustowego to:,,może zniekształcać sygnał wyjściowy na częstotliwości roboczej,może wprowadzać zakłócenia spowodowane przez nieodfiltrowane harmoniczne,ma optymalną konstrukcję,b,
334,1,334,Odbiornik został uszkodzony przez silny sygnał z anteny, pochodzący z pracującego w bezpośredniej bliskości nadajnika dużej mocy. Przyczyną uszkodzenia mogło być:,,wyindukowanie silnego sygnału w.cz. w antenie odbiorczej,złe dostrojenie nadajnika,przeniesienie sygnału w.cz. po kablu zasilającym przez złe zasilanie odbiornika,a,
335,1,335,W zbudowanym wzmacniaczu m.cz. słychać dokuczliwe zakłocenia od pobliskich telefonow komorkowych. Co można zrobić by te zakłocenia zmniejszyć:,,nic nie można zrobić zakłocenia już takie są,zaekranować stopień wejściowy tego wzmacniacza,zwiększyć napięcie zasilania by stosunek sygnał/zakłocenia był korzystniejszy,b,
336,1,336, Krotkofalowiec zbudował skrzynkę antenową, ale przy pracy z tą skrzynką obserwuje słabe świecenie nie zasilanej świetlowki, ktore nie występuje po odłączeniu skrzynki. Co może wykonać, by to zjawisko wyeliminować?,,wprowadzić ekranowanie skrzynki na przykład w postaci szczelnej metalowej obudowy,poprawić dopasowanie stopnia końcowego,wymienić zasilacz sieciowy,a,
337,1,337,Dynamika jest:,,różnicą pomiędzy najsłabszym a najmocniejszym sygnałem,miarą szybkości zmian amplitudy,miarą szybkości nadawania znaków telegraficznych,a,
338,1,338,Czy brak filtru przeciwzakłóceniowego na obwodzie zasilania sieciowego może być przyczyną zakłóceń w pracy urządzenia?,,tak ale tylko przy dużej mocy,zawsze bez względu na moc,to nie ma znaczenia, rolę filtru pełni transformator zasilacza,b,
339,2,1,"Resuscytację krążeniowo-oddechową u osoby dorosłej, bez widocznych obrażeń ciała, powinna być wykonywana w stosunku (w uzasadnionych przypadkach uzasadniona jest resuscytacja bez wdechów):",,30 uciśnięć klatki piersiowej na 2 wdechy,20 uciśnięć klatki piersiowej na 4 wdechy,15 uciśnięć klatki piersiowej na 6 wdechów,a,
340,2,2,Które z poniższych środków ostrożności należy podjąć podczas pomiaru wysokiego napięcia za pomocą woltomierza?,,"upewnij się, że woltomierz ma bardzo niską impedancję","upewnij się, że woltomierz i przewody są przystosowane do użytku przy spodziewanych poziomach napięć","upewnij się, że obwód jest uziemiony przez woltomierz",b,
341,2,3,Które z poniższych twierdzeń jest prawdziwe w przypadku wykonywania instalacji odgromowej?,,należy używać jedynie izolowanych przewodów,należy używać jedynie stalowych przewodów i zwodów,należy unikać wszelkich ostrych krawędzi i zakrętów,c,
342,2,4,Jakie oznaczenie na rękojeści narzędzia ma istotne znaczenie przy pracach elektrycznych?,,rodzaj zastosowanej izolacji,model narzędzia,dopuszczalne napięcie pracy,c,
343,2,5,Dlaczego stosuje się ograniczenia w przebywaniu (zamieszkaniu) w bezpośrednim sąsiedztwie dużych obiektów nadawczych radiowych i telewizyjnych?,,ze względu na wyładowania atmosferyczne,ze względu na duże natężenie pola elektromagnetycznego mogące mieć negatywny wpływ na zdrowie,ze względu na możliwość przewrócenia się masztu,b,
344,2,6,Czy wolno wykonywać prace antenowe przy włączonym nadajniku?,,"wolno, bez żadnych ograniczeń","wolno, ale tylko przy małych mocach nadajnika",kategorycznie nie wolno,c,
345,2,7,"Na polu antenowym mamy kilka anten na różne pasma. Czy można regulować nieczynne anteny, jeżeli obok pracuje na podobnej antenie nadajnik KF?",,nie wolno,można,"można, ale tylko gdy nadajnik ten pracuje z małą mocą",a,
346,2,8,Spełnienie jakich warunków konstrukcyjnych ogranicza przedostawanie się energii w.cz. niepożądanymi drogami?,,dobre uziemienie i szczelność ekranowania,filtrowany zasilacz,odpowiedni przekrój kabla sieciowego,a,
347,2,9,Czy źle wykonany uziom może być przyczyną szkodliwego promieniowania w.cz.?,,nie,tak,nie zawsze,b,
348,2,10,"Jakie niebezpieczeństwo grozi, gdy trzymamy w rękach naładowany kondensator elektrolityczny?",,porażenie prądem elektrycznym,nie ma żadnego niebezpieczeństwa,implozja kondensatora,a,
349,2,11,Czy zwarcie drutem biegunów akumulatora o napięciu 12V może być niebezpieczne?,,nie ma żadnego zagrożenia,"tak, może spowodować pożar lub poparzenie","tak, może spowodować porażenie prądem",b,
350,2,12,Czy kondensator elektrolityczny musi mieć napięcie pracy równe lub większe niż napięcie występujące w układzie w jakim pracuje?,,napięcie pracy kondensatora nie ma znaczenia,"musi, ale tylko w przypadku, gdy są to napięcia stałe","koniecznie, gdyż może ulec zniszczeniu",c,
351,2,13,Czym grozi dotknięcie uszkodzonego fidera zasilającego antenę na pasmo 2 m mocą 100 W?,,poparzeniem,skurczami mięśni od porażenia prądem,uszkodzeniem nadajnika,a,
352,2,14,Czy sztuczne obciążenie w postaci rezystora bezindukcyjnego powinno być ekranowane?,,tak,"tak, ale tylko w przypadku użycia dużych mocy",nie,a,
353,2,15,Dlaczego nie należy od razu uruchamiać urządzenia po przeniesieniu z zimnego pomieszczenia do ciepłego?,,nie ma przeciwwskazań,ze względu na możliwość wystąpienia kondensacji pary wodnej,ze względu na możliwość wystąpienia napięcia na kondensatorach,b,
354,2,16,Czy plastikowa obudowa urządzenia nadawczego stanowi odpowiednie zabezpieczenie przed oddziaływaniem energii w.cz.?,,jest to wystarczające zabezpieczenie przed energią w.cz.,urządzenia tego używa się głównie na terenowym QTH więc takie zabezpieczenie nie jest potrzebne,nie stanowi żadnego zabezpieczenia przed energią w.cz.,c,
355,2,17,"Czy zasilaczem z oznaczeniem 13,8 V 30 A można zasilać typową radiostację amatorską pobierającą 13,8 V 20 A?",,"nie można, radiostacja może ulec uszkodzeniu",można,"nie można, zasilacz może ulec uszkodzeniu",b,
356,2,18,Czy można wykorzystać jako uziemienie rurę instalacji gazowej?,,bezwzględnie nie wolno,wolno bez żadnych ograniczeń,"wolno jedynie w sytuacji, gdy nie dysponuje się innym uziemieniem",a,
357,2,19,"Jakie działania należy podjąć, aby udzielić pomocy porażonemu prądem elektrycznym?",,"odłączyć porażonego od prądu, podjąć działania w celu wyeliminowania skutków ewentualnych poparzeń","zadbać o własne bezpieczeństwo, odłączyć porażonego od prądu, sprawdzić funkcje życiowe, wezwać lekarza, w razie konieczności przeprowadzać resuscytację krążeniowo-oddechową","zadbać o własne bezpieczeństwo, wezwać znajomych w celu prowadzenia wspólnej akcji ratowniczej",b,
358,2,20,"Urządzenia pod napięciem, które się zapaliły, gasimy:",,wodą,"wodą, ale tylko z użyciem np. wiadra",gaśnicą proszkową,c,
359,2,21,W Polsce przewód ochronny w instalacji elektrycznej oznaczony jest kolorem:,,niebieskim,brązowym lub czarnym,żółto-zielonym,c,
360,2,22,Narzędzia do prac elektrycznych powinny:,,charakteryzować się estetyką wykonania,posiadać homologację Ministerstwa Łączności,posiadać izolowane uchwyty z nadrukowaną informacją o dopuszczalnym napięciu pracy np. 500 V,c,
361,2,23,Czy radiostację i urządzenia pomocnicze można podłączać do gniazd zasilanych z dwóch różnych faz?,,"można, nie ma żadnych przeciwwskazań","kategorycznie nie można, grozi to zniszczeniem sprzętu i porażeniem operatora","można, jeżeli jednocześnie nie używa się wszystkich urządzeń",b,
362,2,24,Jaka powinna być rezystancja uziemienia radiostacji?,,50 Ω,zależnie od kabla antenowego: 50 lub 75 Ω,poniżej 10 Ω,c,
363,2,25,W momencie stwierdzenia pożaru urządzenia należy:,,zadzwonić po straż pożarną,wezwać kolegów i wspólnie przystąpić do gaszenia,"odłączyć zasilanie i przystąpić do gaszenia, w razie potrzeby wezwać straż pożarną",c,
364,2,26,"Transformator ochronny stosujemy, gdy:",,"zachodzi obawa, że użycie narzędzi elektrycznych zasilanych napięciem 230 V może spowodować porażenie prądem, np. pracując na zewnątrz pomieszczeń",wykonujemy prace w wilgotnym pomieszczeniu,"jak w punkcie A i B i w innych sytuacjach, jeżeli zachodzi niebezpieczeństwo porażenia prądem np. przy pracach naprawczych",c,
365,2,27,W przypadku zaprószenia oka ciałem obcym należy:,,odczekać aż ciało obce samo wypadnie,usunąć ciało obce samodzielnie za pomocą pęsety,"spróbować usunąć obce ciało, przemywając oko wodą, a jeżeli się to nie uda skorzystać z pomocy lekarza",c,
366,2,28,Mierząc miernikiem napięcie o niemożliwej do oszacowania wartości należy:,,ustawić miernik na najwyższy zakres pomiarowy i stopniowo zmniejszać zakres,ustawić miernik na najniższy zakres pomiarowy i stopniowo zwiększać zakres,rozpocząć pomiary od środkowego zakresu miernika,a,
367,2,29,"Przygotowując się do wykonania prac pod napięciem, oprócz przygotowania odpowiednich przyrządów należy:",,sprawdzić czy zastosowano prawidłowe bezpieczniki w mierzonych obwodach,przygotować schemat elektryczny urządzenia i zapoznać się z nim,jak w punkcie A i B oraz zapewnić sobie obecność i ewentualną pomoc drugiej osoby,c,
368,2,30,"Czy w przypadku przepalenia bezpiecznika topikowego, gdy nie mamy pod ręką nowego bezpiecznika, można zastąpić go drutem miedzianym?",,"tak, jeśli w krótkim czasie zostanie wstawiony nowy bezpiecznik",bezwzględnie nie wolno,"tak, jeśli drut jest o grubości takiej, jak włókno w spalonym bezpieczniku",b,
369,2,31,Radiotelefon przenośny UKF podczas nadawania należy trzymać:,,jak najbliżej ciała,jedną ręką za antenę w celu zwiększenia zasięgu,mikrofonem skierowanym w stronę ust i anteną skierowaną ponad głowę,c,
370,2,32,Przy wymianie lampy stopnia mocy nadajnika należy:,,wyłączyć zasilanie i natychmiast przystąpić do wymiany,wyłączyć zasilanie i poczekać aż rozładują się kondensatory zasilacza,przy pracującym wzmacniaczu zdjąć osłonę lampy i przystąpić do jej wymiany,b,
371,2,33,Najlepszą formą zabezpieczenia anteny krótkofalowej przed burzą jest:,,odłączenie anteny od radiostacji i wystawienie kabla anteny za okno,odłączenie anteny od radiostacji i połączenie anteny z uziemieniem,nie są wymagane żadne działania,b,
372,2,34,"Czy można umieścić kabel antenowy w kanale wywietrznika kominowego, jeżeli obok przebiega czynny komin?",,można,bezwzględnie nie można,"można, ale tylko w okresie poza sezonem grzewczym",b,
373,2,35,Czy można używać kołków rozporowych do montażu anteny na kominie?,,można,"można, po spełnieniu dodatkowych warunków","nie wolno, można stosować jedynie opaski wokół komina",c,
374,2,36,Podczas regulacji urządzeń pod napięciem (o ile jest to konieczne) pracę wykonujemy:,,dwoma rękoma,jedną ręką,"jedną ręką w asyście drugiej osoby, wskazane jest również stosowanie chodnika lub obuwia izolacyjnego",c,
375,2,37,Jakim przewodem podłączysz nadajnik dużej mocy do źródła zasilania?,,zwykłym przewodem dwużyłowym,kablem w oplocie bawełnianym,"przewodem o przekroju żył, odpowiednim do pobieranej przez urządzenie mocy",c,
376,2,38,Uszkodzenie ekranu fidera antenowego może prowadzić do:,,nie prowadzi do żadnych negatywnych skutków,"wzrostu zakłóceń, bez względu na pogodę",wzrostu zakłóceń i zmian impedancji kabla grożąca uszkodzeniem nadajnika,c,
377,2,39,Jak oznacza się odpowiednio - przewód neutralny (N) oraz ochronno-uziemiający (PE) w instalacji elektrycznej?,,"czerwony, czarny","niebieski, żółto-zielony","żółto-zielony, brązowy",b,
378,2,40,Który z sieciowych przewodów zasilających można podłączyć do obudowy zasilacza:,,liniowy (fazowy),neutralny,ochronno-uziemiający,c,
379,3,1,Co oznacza wg kodu Q symbol QRG?,,włączam większą moc nadajnika,moja częstotliwość jest...,siła twoich sygnałów waha się,b,
380,3,2,Czy operator może przejść na nadawanie niezwłocznie po wybraniu częstotliwości pracy? ,,może od razu nadawać ,może nadawać lecz ze zredukowaną mocą ,najpierw powinien upewnić się iż częstotliwość jest wolna i nie będzie zakłócał pracy innych użytkowników,c,
381,3,3,"Kiedy wybierzemy częstotliwość nadawczą na naszym urządzeniu, jakie czynności należą do dobrej praktyki operatorskiej?",,upewnić się czy wybrana częstotliwość oraz użyta moc jest w zakresie uprawnień naszego pozwolenia,"znajduję się w miejscu zgodnym z przeznaczeniem wg. band planu IARU, oraz sprawdzam czy częstotliwość jest wolna i nie spowoduje interferencji z innymi użytkownikami",wszystkie powyżej,c,
382,3,4,"Jaki jest prawidłowy sposób wywołania stacji na przemienniku, której znak wywoławczy jest nam znany?",,"zawołanie ""break"" a następnie znak tej stacji",zawołanie znakiem wołanej stacji a następnie swoim,zawołanie swoim znakiem a następnie znakiem stacji wołanej,b,
383,3,5,Jaki jest zalecany sposób dołączenia do trwającej już korespondencji?,,podaniu w przerwie nadawania innych korespondentów swojego znaku,powiedzeniu „Breako Breako”,"powiedzeniu „CQ”, a następnie znak dowolnej stacji",a,
384,3,6,"Co należy do dobrej praktyki amatorskiej, jeśli propagacja zmienia się podczas trwania łączności i zauważysz zakłócenia ze strony innych stacji na swojej częstotliwości?",,"powiedz stacjom powodującym zakłócenia, aby zmieniły częstotliwość",spróbować rozwiązać problem zakłóceń z innymi stacjami w sposób akceptowalny dla obu stron z poszanowaniem norm społecznych,"zwiększ moc, aby nasz sygnał był silniejszy od zakłócającego",b,
385,3,7,"Co należy zrobić w pierwszej kolejności, jeśli komunikujesz się z inną stacją amatorską i słyszysz stację w niebezpieczeństwie?",,"kontynuować łączność, ponieważ byłeś pierwszy na częstotliwości",potwierdzić że słyszymy stację wołającą o pomoc oraz ustalić jakiej pomocy potrzebuje,zmienić częstotliwość na inną,b,
386,3,8,Która wstęga boczna jest najczęściej używana w komunikacji głosowej na częstotliwościach 14 MHz lub wyższych?,,górna wstęga boczna,dolna wstęga boczna,obie wstęgi boczne,a,
